iter	RMSE
0	0.9377311749
1	0.8572220598
2	0.7828653529
3	0.7245707012
4	0.6717771988
5	0.622443891
6	0.5826799611
7	0.5483193352
8	0.5222222319
9	0.5058886539
10	0.4801766412
11	0.4547524267
12	0.4439441007
13	0.4215341384
14	0.4083133865
15	0.3936718387
16	0.3789823495
17	0.3705889366
18	0.3566190299
19	0.3520542047
20	0.3412007195
21	0.334233744
22	0.3302660904
23	0.3256478625
24	0.318203724
25	0.3125658459
26	0.3086410867
27	0.3064590057
28	0.3023937971
29	0.3010941804
30	0.299735567
31	0.2987388508
32	0.2968871261
33	0.2949565698
34	0.2926306126
35	0.290809353
36	0.2905396972
37	0.2893068465
38	0.2883895171
39	0.2870212427
40	0.2862691179
41	0.2853566949
42	0.2839577562
43	0.2835281067
44	0.2833523072
45	0.2829063312
46	0.2825103778
47	0.2816987405
48	0.281059282
49	0.2802636077
50	0.2797976772
51	0.2791904917
52	0.2785116831
53	0.2772486036
54	0.2766793814
55	0.2757702015
56	0.2748377955
57	0.2741506313
58	0.2738115767
59	0.2734617255
60	0.273180617
61	0.2725964829
62	0.272093008
63	0.2720398626
64	0.2714319474
65	0.2708447706
66	0.270193165
67	0.2693907044
68	0.2692285739
69	0.2684322521
70	0.2677136694
71	0.2668693706
72	0.2666469127
73	0.2663593404
74	0.2659802084
75	0.26508465
76	0.2640753334
77	0.2631862227
78	0.2627905521
79	0.262443511
80	0.2617869627
81	0.2612134591
82	0.2602693268
83	0.2592610308
84	0.2587324943
85	0.2582916977
86	0.2578623723
87	0.2574993359
88	0.2568733771
89	0.2564861707
90	0.2562158072
91	0.2557774788
92	0.2555165763
93	0.2544257975
94	0.2539878492
95	0.2532317786
96	0.2525811386
97	0.2520543656
98	0.2515349921
99	0.2512255996
100	0.2505402562
101	0.2501129049
102	0.249584169
103	0.2488382639
104	0.2482804893
105	0.2476662354
106	0.2472317954
107	0.2466095215
108	0.2460825726
109	0.2457939307
110	0.2453172038
111	0.2449894088
112	0.2445978403
113	0.2442378918
114	0.2432228987
115	0.2428532441
116	0.2425720149
117	0.2423487661
118	0.2420589533
119	0.241739329
120	0.2413764251
121	0.2407956951
122	0.2406206171
123	0.2404423935
124	0.2401093497
125	0.2397068853
126	0.2391015551
127	0.238679927
128	0.2384972608
129	0.2382905173
130	0.2378566696
131	0.2373363126
132	0.2367517499
133	0.2365971834
134	0.2363854061
135	0.2361582888
136	0.2356875904
137	0.2352889076
138	0.235096172
139	0.2349524802
140	0.2347909543
141	0.2344564371
142	0.23428352
143	0.2339579709
144	0.2331530892
145	0.2326397494
146	0.2324324334
147	0.2321035506
148	0.2312945166
149	0.2309484702
150	0.2307289545
151	0.230495647
152	0.2302396354
153	0.230158748
154	0.2299608357
155	0.2296909561
156	0.229594673
157	0.2292595572
158	0.2290317584
159	0.2288712868
160	0.2285582553
161	0.2283332715
162	0.2279700349
163	0.2278667514
164	0.2277673471
165	0.2276329206
166	0.227351476
167	0.2272272585
168	0.2266833901
169	0.2265354884
170	0.2264196963
171	0.2262473293
172	0.2259742405
173	0.2257951288
174	0.2256771066
175	0.2252458049
176	0.224841807
177	0.2245586795
178	0.2242972944
179	0.2239652666
180	0.2237797665
181	0.2234177074
182	0.22334807
183	0.2232341299
184	0.22305405
185	0.2227691191
186	0.2226135695
187	0.2223449829
188	0.2222177259
189	0.222061076
190	0.2219657119
191	0.2218404466
192	0.2217672435
193	0.2216296971
194	0.2212585253
195	0.2210414363
196	0.2208623463
197	0.2206781747
198	0.2205558136
199	0.2204399503
200	0.2203277111
201	0.22016469
202	0.2199712271
203	0.2198750926
204	0.2197544007
205	0.2196863871
206	0.2196103523
207	0.2194645402
208	0.2193654555
209	0.2189459947
210	0.2188308712
211	0.2185358274
212	0.2183958918
213	0.2182310106
214	0.2180403588
215	0.2178023549
216	0.217706586
217	0.217582272
218	0.2174997912
219	0.2172939538
220	0.2172068556
221	0.2170426763
222	0.2169712507
223	0.216759775
224	0.2164478582
225	0.2163462453
226	0.216109352
227	0.2159743443
228	0.2158207738
229	0.215723815
230	0.2156795279
231	0.2154259775
232	0.2153366082
233	0.2150609218
234	0.2150410952
235	0.2148957762
236	0.2148284249
237	0.2146582344
238	0.2145163805
239	0.2142059062
240	0.2140720623
241	0.2140136617
242	0.2136996199
243	0.2135582632
244	0.2135195688
245	0.2134331395
246	0.2133955163
247	0.2133383294
248	0.2132358797
249	0.2131700592
250	0.2130007082
251	0.2128643445
252	0.2126823402
253	0.2126282633
254	0.2125050549
255	0.2123740987
256	0.2122446083
257	0.212093391
258	0.212024412
259	0.2117182836
260	0.2116314677
261	0.2115730059
262	0.211464855
263	0.2113191833
264	0.2111926841
265	0.211041531
266	0.2109396008
267	0.2107598038
268	0.2107027121
269	0.2104859977
270	0.2103358515
271	0.2102920877
272	0.210209929
273	0.2101723906
274	0.2099431814
275	0.2098169688
276	0.2097060664
277	0.2095968556
278	0.2094623126
279	0.20935098
280	0.2092059814
281	0.2090712144
282	0.2089781527
283	0.2088847605
284	0.2088009681
285	0.2087160463
286	0.2085381815
287	0.2084671401
288	0.2083278522
289	0.2081910964
290	0.2080974928
291	0.208021876
292	0.2078846903
293	0.2077594655
294	0.2076871098
