Shipment ID,ship_method,vendor_name,date,fc_code,from_postal_code,from_state,from_city,from_latitude,from_longitude,to_postal_code,to_state,to_city,to_latitude,to_longitude,total_vendor_price,weight,volume,cost,$/lb,haversine_distance,manhattan_distance,log_cost,log_weight,log_Hdis,log_Mdis,log_volume,log_TVP,log_TVP/log_weight,across_state,ship_method_type,real_distance,log_distance
FBA18WF7Q4K2,AMAZON_LTL,Two's Company,2025-04-27,ICT2,10523,NY,Elmsford,41.0572,-73.8136,67219-1410,KS,Park City,39.22375404081632,-94.58548242857142,9941.34,1102.0,322371.8373,438.18,0.397622505,1773.1841262417124,1969.5787499218145,6.084909351817846,7.005789019253503,7.481095949051598,7.586082560272845,12.683464034514381,9.2045576844203,1.3138502542860029,True,LTL,1979.379,7.591043519512645
FBA18W2KGXCR,HOUR_LOOP_FEDEX_PARCEL,R&R Corp.,2025-04-25,TMB8,20852,MD,Rockville,39.0496,-77.1204,33032,FL,Homestead,25.523886049493,-80.40445439136037,2239.92,277.0,12838.13356,153.42,0.553862816,1535.0266413342476,1812.700332761054,5.03967616288067,5.627621113690637,7.336954258175852,7.5031244200941964,9.460253095216313,7.714641774814774,1.3708530867593276,True,PARCEL,1752.307,7.469258997939453
FBA18VXT1KL7,HOUR_LOOP_FEDEX_PARCEL,Glimmer Goddess,2025-04-25,TMB8,75033,TX,Frisco,33.2559,-96.8853,33032,FL,Homestead,25.523886049493,-80.40445439136037,1060.32,44.0,1996.951518,30.8,0.7,1810.2262100045168,2456.4939906531504,3.459466289786131,3.80666248977032,7.501759358975558,7.806897406709339,7.5998776936488275,6.967268695403181,1.8302827513934816,True,PARCEL,2206.959,7.699823838384003
FBA18VSDFCLL,HOUR_LOOP_FEDEX_PARCEL,Pet Lou,2025-04-25,SCK8,91761,CA,Ontario,34.0316,-117.6187,94561-2677,CA,Oakley,38.0123040162902,-121.74704690755124,1685.4,489.0,188501.4466,337.96,0.691124744,577.5875308375219,813.9109326463611,5.8258821063183035,6.194405391104672,6.360589841735193,6.703078822172322,12.146866265096318,7.4303513583470435,1.1995261674376725,False,PARCEL,626.754,6.442148369980755
FBA18VXNQZY7,HOUR_LOOP_FEDEX_PARCEL,Glimmer Goddess,2025-04-25,TMB8,75033,TX,Frisco,33.2559,-96.8853,33032,FL,Homestead,25.523886049493,-80.40445439136037,5028.0,205.0,15855.06138,143.52,0.700097561,1810.2262100045168,2456.4939906531504,4.9734179062794395,5.327876168789581,7.501759358975558,7.806897406709339,9.671307127652085,8.522976436171964,1.5996949189808711,True,PARCEL,2206.959,7.699823838384003
FBA18VHTG67M,HOUR_LOOP_FEDEX_PARCEL,K&K Interiors,2025-04-25,SCK8,44870,OH,Sandusky,41.4349,-82.7063,94561-2677,CA,Oakley,38.0123040162902,-121.74704690755124,929.64,17.0,3541.12,26.27,1.545294118,3332.134197010085,3719.498536112875,3.305787196857497,2.8903717578961645,8.11166834062654,8.221612953372079,8.172480696933206,6.835872521508511,2.36504958327028,True,PARCEL,3817.306,8.247562147747772
FBA18V7C53DX,HOUR_LOOP_FEDEX_PARCEL,Trick or Snack,2025-04-25,PSC2,90020,CA,Los Angeles,34.0665,-118.3022,99301,WA,Pasco,46.2203792,-119.04172352449224,1248.0,118.0,15902.24755,85.38,0.723559322,1352.893615889515,1414.3099839680606,4.458756167532555,4.77912349311153,7.210739880141337,7.255103856027114,9.674278615780125,7.130098510125578,1.491925981909165,True,PARCEL,1721.135,7.451320079127319
FBA18VH0CJMH,HOUR_LOOP_FEDEX_PARCEL,CWI,2025-04-25,CHO1,43125,OH,Groveport,39.8581,-82.8872,22939-2437,VA,Fishersville,38.080224900000005,-78.99966905867443,1740.9,177.0,43734.3308,95.89,0.541751412,389.8608797155234,533.7768325086129,4.573576314396913,5.181783550292085,5.968351690317106,6.281849524372873,10.685911539561488,7.462731750483416,1.4401859278863085,True,PARCEL,597.463,6.3943647018673015
FBA18VZ7GTF7,HOUR_LOOP_FEDEX_PARCEL,Rev Auto,2025-04-25,MIT2,91746,CA,La Puente,34.0443,-117.9862,93263,CA,Shafter,35.4592929,-119.1824476265286,2721.0,199.0,68061.23888,110.31,0.554321608,191.56890048683655,266.63039163774545,4.712319101505135,5.298317366548036,5.260454014295051,5.589606892947906,11.128177843194129,7.909122183211411,1.4927611232100215,False,PARCEL,228.975,5.437970607363221
FBA18VTWT243,AMAZON_LTL,Roman,2025-04-25,PPO4,60108,IL,Bloomingdale,41.9483,-88.0782,46307,IN,Crown Point,41.4411942,-87.31899125000001,36509.0,5785.0,770908.8936,374.08,0.064663786,84.57566409603228,119.42405638783106,5.927139336551424,8.66319648553608,4.449400944783827,4.791019316802223,13.555326776195589,10.505341474649684,1.2126403334137943,True,LTL,108.994,4.7004258188502135
