iter	RMSE
749	0.2195771238
750	0.2195523533
751	0.2194425858
752	0.2193660459
753	0.2192533286
754	0.2188818981
755	0.218856242
756	0.2188420747
757	0.2187508044
758	0.2186921536
759	0.2186074241
760	0.218343054
761	0.2182656868
762	0.2178279779
763	0.2174168391
764	0.2174094812
765	0.217284993
766	0.2171723991
767	0.2171613954
768	0.2170667213
769	0.2169943572
770	0.2168873263
771	0.2167668229
772	0.2166643176
773	0.2163950501
774	0.2163434518
775	0.2162714659
776	0.2160930317
777	0.215972725
778	0.2157176614
779	0.2155625718
780	0.2155035539
781	0.215393726
782	0.2151894543
783	0.2151774609
784	0.21516661
785	0.2150705813
786	0.2150431439
787	0.2148136263
788	0.2141490128
789	0.214060625
790	0.2140508661
791	0.2136438967
792	0.2135314109
793	0.2133917551
794	0.2132982052
795	0.2131348971
796	0.2131162177
797	0.2130831547
798	0.2130690137
799	0.2130642754
800	0.2129085415
801	0.2126615053
802	0.2125248965
803	0.2123525258
804	0.2122667851
805	0.2121584108
806	0.2121574151
807	0.2121202378
808	0.2120636863
809	0.2119835895
810	0.2119051916
811	0.2118407179
812	0.211679581
813	0.2115887978
814	0.2115053051
815	0.2111644201
816	0.2110923547
817	0.2109263305
818	0.2108159406
819	0.2106842586
820	0.2105725603
821	0.2105507735
822	0.2105359778
823	0.2105070409
824	0.2102521104
825	0.209942796
826	0.2098366949
827	0.2096532579
828	0.2095555624
829	0.2094018826
830	0.2093529747
831	0.2091781862
832	0.2089259707
833	0.2088012593
834	0.2087511522
835	0.2084574423
836	0.2082975316
837	0.2079588565
838	0.207896217
839	0.2078916149
840	0.2077860409
841	0.2077361967
842	0.2074939768
843	0.2074033286
844	0.2072488325
845	0.2071867615
846	0.2070205262
847	0.2068625518
848	0.2064983771
849	0.2064505646
850	0.2062108109
851	0.2058644636
852	0.2058482126
853	0.2055806468
854	0.2055689178
855	0.2055021832
856	0.2054321394
857	0.2050006066
858	0.204760037
859	0.2046650282
860	0.2042973671
861	0.2042318503
862	0.2041208327
863	0.2038872273
864	0.2037651984
865	0.2036377789
866	0.2034355483
867	0.2034240982
868	0.2033360294
869	0.2033172249
870	0.2031916713
871	0.2031533143
872	0.202967573
873	0.2027580776
874	0.2027460785
875	0.2026510233
876	0.2025461281
877	0.2024773114
878	0.2023485457
879	0.2021671433
880	0.2020444947
881	0.2020256947
882	0.2014060969
883	0.2013993259
884	0.2012933078
885	0.20078303
886	0.2007726674
887	0.2007683539
888	0.2007524
889	0.2007002126
890	0.2005311714
891	0.2004621962
892	0.2004464454
893	0.200307719
894	0.2002939518
895	0.2001180042
896	0.1999400458
897	0.199887434
898	0.199679135
899	0.1996436971
900	0.1994309027
901	0.1994094426
902	0.1991844915
903	0.1990482625
904	0.198948472
905	0.1988359989
906	0.1987675661
907	0.1986998514
908	0.1985902253
909	0.1984263602
910	0.198413734
911	0.1982717477
912	0.198196643
913	0.1981774412
914	0.1978285235
915	0.1977257067
916	0.1975822954
917	0.1975639123
918	0.1973378055
919	0.1972916832
920	0.1972041831
921	0.1971156854
922	0.1970175299
923	0.1967598447
924	0.1966004667
925	0.1959631755
926	0.195680518
927	0.195676783
928	0.195612507
929	0.195522164
930	0.195342365
931	0.1951301248
932	0.1950341256
933	0.1950143949
934	0.1947698303
935	0.1947251015
936	0.1946974652
937	0.1946876561
938	0.1944033849
939	0.194294213
940	0.1940326063
941	0.1939039165
942	0.1937568868
943	0.1937454683
944	0.1936081805
945	0.1935669414
946	0.19353968
947	0.1933927566
948	0.1933910064
949	0.1933184158
950	0.1932148789
951	0.1930054728
952	0.1928347356
953	0.1927911396
954	0.1926139311
955	0.1925601423
956	0.192215755
957	0.1921306625
958	0.1921167442
959	0.1920572655
960	0.1918931066
961	0.1917411612
962	0.1915470025
963	0.1914791068
964	0.1913732467
965	0.191295147
966	0.1912619977
967	0.1911048612
968	0.1910079435
969	0.1909180508
970	0.1907472295
971	0.1907106048
972	0.1906274264
973	0.1905899691
974	0.1904284935
975	0.1903121198
976	0.1903029997
977	0.1902981256
978	0.190222127
979	0.1901870724
980	0.1901429307
981	0.1898918837
982	0.1896161192
983	0.1896028191
984	0.1894772496
985	0.1893756035
986	0.1891101556
987	0.1890765746
988	0.1889936558
989	0.1887845053
990	0.1886087758
991	0.1884891756
992	0.1884136878
993	0.1882430408
994	0.1882101175
995	0.1881755074
996	0.1880960947
997	0.1880166025
998	0.1879245959
999	0.1879061096
1000	0.187654168
1001	0.1876399046
1002	0.1875798859
1003	0.1874032485
1004	0.1871999436
1005	0.1869098137
1006	0.1866752219
1007	0.1866652347
1008	0.1865974758
1009	0.1865768846
1010	0.1862918062
1011	0.1862724964
1012	0.1862258121
1013	0.1861143099
1014	0.1857588765
1015	0.1854811416
1016	0.1853600396
1017	0.1853190849
1018	0.1853077009
1019	0.1852004721
1020	0.1851930723
1021	0.1851819267
1022	0.1851240835
1023	0.1847803249
1024	0.1847680273
1025	0.1847201272
1026	0.1846678179
1027	0.1845739396
1028	0.1843822168
1029	0.1840360123
1030	0.1840214027
1031	0.1838935191
1032	0.1838776575
1033	0.1838471655
1034	0.1836787211
1035	0.1835630606
1036	0.1835503541
1037	0.183405428
1038	0.1834031575
1039	0.1832653928
1040	0.1831885301
1041	0.1830836697
1042	0.1830320246
1043	0.1829252498
1044	0.182847447
1045	0.1828367162
1046	0.1826791742
1047	0.1825380924
1048	0.1824480872
1049	0.1822046262
1050	0.1820193257
1051	0.1817907974
1052	0.1816700659
1053	0.1814415217
1054	0.1814134377
1055	0.181217453
1056	0.1809516175
1057	0.1808660019
1058	0.1804877789
1059	0.1804312951
1060	0.1803509265
1061	0.1802408038
1062	0.1802326389
1063	0.1800889124
1064	0.1799954635
1065	0.1799473164
1066	0.1799280502
1067	0.1799241948
1068	0.1797989586
1069	0.1797071446
1070	0.1796159613
1071	0.1796069006
1072	0.1792040596
1073	0.1791039256
1074	0.1788196988
1075	0.1787203413
1076	0.1786816476
1077	0.1786027239
1078	0.1783164288
1079	0.1781125033
1080	0.1780466596
1081	0.1780081191
1082	0.1778228498
1083	0.1777629076
1084	0.1776983391
1085	0.1776166245
1086	0.1773669011
1087	0.177324059
1088	0.1772026592
1089	0.1771947891
1090	0.1770563076
1091	0.177037277
1092	0.1767697355
1093	0.1766071441
1094	0.1763958324
1095	0.1762982077
1096	0.1762125974
1097	0.1762093769
1098	0.1760713819
1099	0.1758820379
1100	0.1757056394
1101	0.175698766
1102	0.1756458669
1103	0.1755995606
1104	0.1754736577
1105	0.175302288
1106	0.1752867639
1107	0.1752312725
1108	0.1752142847
1109	0.1750524256
1110	0.1749737519
1111	0.1748289227
1112	0.1747942457
1113	0.1744775624
1114	0.1742017141
1115	0.1741870819
1116	0.1739742549
1117	0.1738723821
1118	0.1736760321
1119	0.1735382815
1120	0.1732836048
1121	0.1732155467
1122	0.1731895993
1123	0.1730955515
1124	0.1729007085
1125	0.1727283056
1126	0.1724708249
1127	0.1723317395
1128	0.172221973
1129	0.1722060684
1130	0.172155727
1131	0.172127663
1132	0.1721109934
1133	0.1720966925
1134	0.1720444607
1135	0.1717856232
1136	0.1717776323
1137	0.1716772242
1138	0.1716519035
1139	0.1716001699
1140	0.1713589899
1141	0.1711577455
1142	0.1711050581
1143	0.1709240556
1144	0.1708484051
1145	0.1708130218
1146	0.1707662767
1147	0.1707300426
1148	0.1706492235
1149	0.1703184965
1150	0.1702942284
1151	0.1702351626
1152	0.1701555508
1153	0.1701018112
1154	0.1699795624
1155	0.1696967241
1156	0.169687398
1157	0.1695218283
1158	0.16947727
1159	0.1694647194
1160	0.1694195279
1161	0.1694034871
1162	0.1692751001
1163	0.1692704801
1164	0.169196906
1165	0.1690079607
1166	0.1689549478
1167	0.1689506391
1168	0.1687813013
1169	0.168761271
1170	0.1686741016
1171	0.1685953151
1172	0.1685768085
1173	0.1685487535
1174	0.1685184979
1175	0.1684645872
1176	0.1683691238
1177	0.168244672
1178	0.1681994646
1179	0.1679719207
1180	0.1678216348
1181	0.1677252382
1182	0.1676113849
1183	0.1676001772
1184	0.1673972025
1185	0.1673629623
1186	0.1673537191
1187	0.1673431471
1188	0.1673142741
1189	0.1672598264
1190	0.1672211295
1191	0.167082482
1192	0.1670206634
1193	0.1669566915
1194	0.1667742215
1195	0.1665677627
1196	0.1665311202
1197	0.1664338321
1198	0.1662579467
1199	0.1661840775
