Shipment ID,ship_method,vendor_name,date,fc_code,from_postal_code,from_state,from_city,from_latitude,from_longitude,to_postal_code,to_state,to_city,to_latitude,to_longitude,total_vendor_price,weight,volume,cost,$/lb,haversine_distance,manhattan_distance,log_cost,log_weight,log_Hdis,log_Mdis,log_volume,log_TVP,log_TVP/log_weight,across_state,ship_method_type,real_distance,log_distance
FBA17QWN6G95,HOUR_LOOP_FEDEX_PARCEL,Eagle Crest,2024-03-31,CLT2,27540,NC,Holly Springs,35.6263,-78.8458,28214-8082,NC,Charlotte,35.24221934771131,-80.99737261815821,1881.15,36.0,31589.43,26.26,0.729444444,199.55046276096115,237.63931761646444,3.3054204262683866,3.610917912644224,5.301065899672692,5.474953280734019,10.360609505605993,7.540170019413463,2.088158801120988,False,PARCEL,271.65,5.60818892137207
FBA17P53K8ST,HOUR_LOOP_FEDEX_PARCEL,Perfumes of the World,2024-03-31,SAV3,75229,TX,Dallas,32.8958,-96.8588,31216-6427,GA,Macon,32.720429499999995,-83.72553901939048,1766.85,131.0,7713.065994,90.3,0.689312977,1226.7733321605306,1246.9113702300197,4.514150787600923,4.882801922586371,7.112957508738398,7.1292265289636205,8.950800693826212,7.477519397969375,1.5313992901044424,True,PARCEL,1337.828,7.19954988337004
FBA17RXRTMVY,HOUR_LOOP_FEDEX_PARCEL,Eagle Crest,2024-03-31,CLT2,27540,NC,Holly Springs,35.6263,-78.8458,28214-8082,NC,Charlotte,35.24221934771131,-80.99737261815821,1552.1,8.0,42090.90677,12.34,1.5425,199.55046276096115,237.63931761646444,2.590767040487478,2.19722457733622,5.301065899672692,5.474953280734019,10.647610762948052,7.348008212575965,3.344222656331398,False,PARCEL,271.65,5.60818892137207
FBA17RXRTMTN,HOUR_LOOP_FEDEX_PARCEL,Eagle Crest,2024-03-31,CLT2,27540,NC,Holly Springs,35.6263,-78.8458,28214-8082,NC,Charlotte,35.24221934771131,-80.99737261815821,5156.6,64.0,132559.7703,34.66,0.5415625,199.55046276096115,237.63931761646444,3.574029612434994,4.174387269895637,5.301065899672692,5.474953280734019,11.794796463037091,8.54822663399641,2.047779968965391,False,PARCEL,271.65,5.60818892137207
FBA17QWKDFFM,HOUR_LOOP_FEDEX_PARCEL,Gund,2024-03-31,SWF1,19530,PA,Kutztown,40.5214,-75.7774,12575-5150,NY,Rock Tavern,41.5188891,-74.1323013,1568.0,123.0,115015.68,51.51,0.418780488,177.05395245553137,248.930003961635,3.961003627649768,4.820281565605037,5.182086608048205,5.521180894505906,11.65283244030586,7.358193752733032,1.5265070416710065,True,PARCEL,248.758,5.520492449047681
FBA17Q50VQZX,HOUR_LOOP_FEDEX_PARCEL,Eagle Crest,2024-03-31,CLT2,27540,NC,Holly Springs,35.6263,-78.8458,28214-8082,NC,Charlotte,35.24221934771131,-80.99737261815821,690.3,5.0,20340.74383,12.36,2.472,199.55046276096115,237.63931761646444,2.5922651681085,1.791759469228055,5.301065899672692,5.474953280734019,9.920430399949232,6.538573882951219,3.649247566565527,False,PARCEL,271.65,5.60818892137207
FBA17PXBQ3LP,HOUR_LOOP_FEDEX_PARCEL,RSR Group,2024-03-31,TEB9,27537,NC,Henderson,36.36,-78.3906,8873,NJ,Somerset,42.40610715317342,-71.14548263783863,621.42,3.0,142.020504,11.76,3.92,915.65171856493,1294.9775054881593,2.546315277916644,1.3862943611198906,6.82072759483947,7.167020519885168,4.9629880045967,6.433615106023999,4.640872304224573,True,PARCEL,1059.352,6.966356207452955
FBA17NQDYW03,HOUR_LOOP_FEDEX_PARCEL,Roman,2024-03-31,IGQ2,60108,IL,Bloomingdale,41.9483,-88.0782,60484-3271,IL,University Park,41.4651907,-87.75070130536344,4625.5,22.0,115667.4441,29.54,1.342727273,60.206923464970615,80.90617138425385,3.4190372997904865,3.1354942159291497,4.114260311632324,4.405574340697245,11.658483137001609,8.439555921689085,2.691619036901386,False,PARCEL,80.843,4.404802777863019
FBA17QVNV38L,HOUR_LOOP_FEDEX_PARCEL,Trayvax,2024-03-31,SCK4,98226,WA,Bellingham,48.7974,-122.4448,95215-8354,CA,Stockton,46.760600791822135,-118.30537108125802,1342.5,5.63,500.705155,18.26,3.243339254,383.268963746146,535.788591659015,2.9580304063699794,1.891604804197771,5.951342733825878,6.285604332933525,6.218012606502199,7.203033428055546,3.807895503368818,True,PARCEL,491.047,6.198574240385041
FBA17PVR7QK7,HOUR_LOOP_FEDEX_PARCEL,Roman,2024-03-31,SDF8,60108,IL,Bloomingdale,41.9483,-88.0782,47130-7761,IN,Jeffersonville,38.3787641,-85.68678860970081,197.0,2.0,153.468072,12.36,6.18,445.8607473301317,600.1266363364979,2.5922651681085,1.0986122886681098,6.102247018853227,6.398805621717637,5.039987421260295,5.288267030694535,4.813588092215595,True,PARCEL,502.496,6.221575767737785
