iter	RMSE
207	0.171183658
208	0.1704734031
209	0.1700532287
210	0.1696576963
211	0.1692077936
212	0.1686909997
213	0.167914865
214	0.167631711
215	0.1670881072
216	0.1670091859
217	0.1668797998
218	0.1663054302
219	0.1661961663
220	0.1658871952
221	0.1656743679
222	0.1651270109
223	0.1641484702
224	0.1640288266
225	0.1636675772
226	0.163392295
227	0.1627980428
228	0.1625793766
229	0.1621236483
230	0.1617855016
231	0.1615059782
232	0.1612999444
233	0.1611324057
234	0.1606621609
235	0.1604524992
236	0.1599716956
237	0.1595927009
238	0.1592917858
239	0.1589995366
240	0.1587534677
241	0.1583039758
242	0.1579293855
243	0.1576794794
244	0.1572579981
245	0.1569297266
246	0.1563996478
247	0.1557531944
248	0.1555123664
249	0.1551271821
250	0.1549725627
251	0.1546217193
252	0.1541914743
253	0.1536952736
254	0.1535022022
255	0.1533584847
256	0.1530140793
257	0.1528016362
258	0.1518792807
259	0.1514698011
260	0.1506476738
261	0.1503216064
262	0.1501648271
263	0.1500292327
264	0.1490469315
265	0.1488829142
266	0.1483332856
267	0.1480924732
268	0.1478956337
269	0.1474191367
270	0.1469757881
271	0.1466762707
272	0.145925494
273	0.1457662937
274	0.1454655228
275	0.1452228915
276	0.1451007221
277	0.1448835752
278	0.1446017577
279	0.1439485624
280	0.1436414467
281	0.1435775194
282	0.1431162325
283	0.1427832121
284	0.142303948
285	0.1420816352
286	0.1419136132
287	0.1415138356
288	0.1410861502
289	0.1407965102
290	0.1406210155
291	0.1405295747
292	0.1396012622
293	0.1388628888
294	0.1383347323
295	0.138071331
296	0.1378464963
297	0.1377086248
298	0.1374207252
299	0.1372451801
300	0.1368899141
301	0.1362887371
302	0.1360792493
303	0.1359311701
304	0.1356499542
305	0.135200759
306	0.1350526725
307	0.1347939295
308	0.1346570941
309	0.1343088602
310	0.1340772004
311	0.1334091164
312	0.1327087213
313	0.1323972749
314	0.1322149725
315	0.1320193233
316	0.1319149714
317	0.1317700158
318	0.131603206
319	0.1308346854
320	0.1308018727
321	0.1303043406
322	0.130113891
323	0.1299547034
324	0.1292910378
325	0.1290853044
326	0.1285132921
327	0.1283807675
328	0.1278137848
329	0.1276734467
330	0.1276469135
331	0.1272136977
332	0.1269890474
333	0.1269540222
334	0.1269099608
335	0.1265825676
336	0.1260491938
337	0.1255523301
338	0.1248570753
339	0.1244577081
340	0.1241603691
341	0.1240365345
342	0.1237229215
343	0.1235408451
344	0.1232049807
345	0.1228545884
346	0.122749824
347	0.12218074
348	0.1216543759
349	0.1216262512
350	0.1213738386
351	0.1212180346
352	0.1207579151
353	0.1205423629
354	0.1199515584
355	0.1192846695
356	0.119189792
357	0.1184843984
358	0.1183242029
359	0.1182493344
360	0.1180542861
361	0.1178834622
362	0.1177780442
363	0.1176496173
364	0.1175294272
365	0.1173106997
366	0.1166969773
367	0.1162644354
368	0.1161154436
369	0.1156441131
370	0.1153421682
371	0.1150003886
372	0.1149080637
373	0.114606745
374	0.114009238
375	0.1139811047
376	0.1137344956
377	0.1136467135
378	0.1133377145
379	0.1130633956
380	0.1129263028
381	0.1128892473
382	0.1125866891
383	0.1123970061
384	0.1123134017
385	0.1120443178
386	0.1116429595
387	0.1115384906
388	0.1112167354
389	0.1110945335
390	0.1108033334
391	0.1105266304
392	0.1102239562
393	0.1101985214
394	0.1097303462
395	0.1094836237
396	0.1093420692
397	0.1089352602
398	0.1087544688
399	0.1083570077
