iter	Passed	Remaining
402	13181	32609
403	13219	32589
404	13252	32558
405	13289	32535
406	13321	32501
407	13355	32473
408	13389	32443
409	13418	32400
410	13456	32380
411	13487	32344
412	13522	32316
413	13550	32271
414	13577	32226
415	13605	32181
416	13632	32136
417	13663	32100
418	13699	32073
419	13740	32061
420	13771	32025
421	13797	31976
422	13837	31960
423	13868	31924
424	13901	31890
425	13931	31853
426	13960	31810
427	13989	31769
428	14018	31728
429	14048	31691
430	14078	31652
431	14109	31616
432	14143	31586
433	14170	31540
434	14200	31501
435	14228	31459
436	14259	31423
437	14297	31401
438	14333	31376
439	14372	31357
440	14411	31338
441	14443	31304
442	14473	31266
443	14501	31224
444	14535	31194
445	14565	31155
446	14595	31117
447	14624	31077
448	14655	31040
449	14687	31006
450	14718	30970
451	14745	30925
452	14773	30884
453	14800	30840
454	14827	30795
455	14856	30755
456	14889	30723
457	14917	30682
458	14945	30639
459	14977	30605
460	15006	30566
461	15038	30532
462	15068	30494
463	15101	30462
464	15137	30436
465	15165	30395
466	15194	30356
467	15225	30320
468	15274	30321
469	15314	30302
470	15341	30259
471	15370	30220
472	15398	30177
473	15424	30133
474	15452	30092
475	15479	30049
476	15512	30016
477	15546	29988
478	15573	29943
479	15603	29906
480	15635	29874
481	15669	29842
482	15709	29826
483	15737	29784
484	15763	29739
485	15793	29701
486	15822	29663
487	15852	29626
488	15879	29582
489	15913	29553
490	15951	29531
491	15980	29492
492	16009	29454
493	16040	29419
494	16076	29391
495	16105	29353
496	16134	29315
497	16161	29273
498	16188	29230
499	16216	29189
500	16243	29146
501	16271	29106
502	16300	29068
503	16336	29043
504	16364	29001
505	16396	28968
506	16442	28961
507	16476	28931
508	16508	28898
509	16534	28854
510	16567	28822
511	16596	28783
512	16622	28741
513	16648	28698
514	16676	28658
515	16704	28618
516	16737	28586
517	16767	28550
518	16799	28516
519	16828	28479
520	16856	28438
521	16883	28397
522	16909	28355
523	16939	28318
524	16967	28278
525	17000	28248
526	17033	28216
527	17060	28176
528	17091	28141
529	17124	28109
530	17159	28081
531	17190	28047
532	17228	28025
533	17272	28010
534	17320	28004
535	17366	27994
536	17413	27985
537	17451	27961
538	17495	27947
539	17542	27938
540	17580	27914
541	17616	27886
542	17652	27860
543	17684	27827
544	17718	27796
545	17752	27766
546	17780	27727
547	17811	27691
548	17838	27651
549	17864	27609
550	17891	27567
551	17929	27544
552	17962	27512
553	17995	27480
554	18022	27439
555	18051	27401
556	18081	27365
557	18120	27342
558	18162	27324
559	18198	27298
560	18233	27268
561	18267	27238
562	18298	27203
563	18334	27177
564	18369	27148
565	18400	27112
566	18429	27075
567	18466	27049
568	18496	27013
569	18523	26972
570	18549	26931
571	18577	26892
572	18604	26851
573	18630	26809
574	18657	26769
575	18683	26728
576	18714	26692
577	18740	26652
578	18772	26618
579	18799	26578
580	18830	26543
581	18859	26507
582	18885	26465
583	18911	26424
584	18937	26383
585	18963	26341
586	18991	26303
587	19018	26263
588	19043	26221
589	19072	26183
590	19103	26149
591	19130	26110
592	19161	26075
593	19191	26040
594	19222	26006
595	19263	25986
596	19301	25961
597	19343	25942
598	19385	25922
599	19425	25901
600	19463	25875
601	19508	25860
602	19538	25824
603	19568	25789
604	19599	25754
605	19625	25714
606	19653	25675
607	19680	25636
608	19706	25595
609	19734	25557
610	19760	25516
611	19786	25476
612	19813	25437
613	19842	25401
614	19874	25367
615	19902	25330
616	19933	25296
617	19959	25255
618	19989	25221
619	20015	25181
620	20044	25143
621	20076	25112
622	20109	25080
623	20140	25046
624	20176	25018
625	20210	24989
626	20237	24949
627	20264	24910
628	20290	24871
629	20320	24836
630	20352	24803
631	20379	24765
632	20411	24731
633	20438	24694
634	20470	24661
635	20496	24622
636	20524	24584
637	20551	24545
638	20578	24507
639	20606	24470
640	20639	24438
641	20665	24399
642	20691	24359
643	20718	24322
644	20750	24289
645	20776	24249
646	20803	24211
647	20835	24179
648	20861	24140
649	20890	24104
650	20917	24065
651	20943	24027
652	20977	23997
653	21013	23969
654	21044	23936
655	21070	23897
656	21106	23869
657	21150	23850
658	21179	23814
659	21207	23777
660	21242	23749
661	21277	23719
662	21304	23682
663	21332	23645
664	21357	23605
665	21385	23568
666	21411	23530
667	21441	23496
668	21469	23459
669	21499	23425
670	21528	23389
671	21560	23357
672	21587	23319
673	21615	23283
674	21642	23245
675	21669	23208
676	21696	23171
677	21722	23132
678	21750	23095
679	21775	23056
680	21801	23017
681	21833	22985
682	21860	22949
683	21894	22918
684	21931	22891
685	21958	22855
686	21986	22819
687	22020	22789
688	22057	22761
689	22086	22727
690	22117	22693
691	22146	22658
692	22174	22622
693	22201	22585
694	22231	22551
695	22259	22515
696	22292	22484
697	22329	22457
698	22367	22431
699	22397	22397
700	22423	22359
701	22451	22323
702	22480	22288
703	22506	22250
704	22536	22216
705	22563	22179
706	22593	22146
707	22623	22112
708	22651	22076
709	22678	22039
710	22704	22001
711	22737	21971
712	22764	21934
713	22791	21897
714	22818	21861
715	22852	21831
716	22884	21799
717	22911	21762
718	22940	21727
719	22967	21691
720	22994	21655
721	23023	21620
722	23053	21586
723	23083	21553
724	23111	21517
725	23150	21492
726	23184	21461
727	23211	21426
728	23247	21397
729	23284	21370
730	23324	21346
731	23370	21326
732	23416	21307
733	23448	21276
734	23474	21239
735	23499	21200
736	23529	21166
737	23572	21145
738	23614	21121
739	23660	21102
740	23690	21068
741	23718	21033
742	23745	20997
743	23772	20960
744	23800	20925
745	23828	20889
746	23859	20856
747	23886	20820
748	23916	20787
749	23945	20752
750	23979	20722
751	24012	20691
752	24040	20656
753	24071	20623
754	24101	20590
755	24143	20566
756	24177	20536
757	24203	20499
758	24229	20462
759	24258	20428
760	24291	20397
761	24322	20364
762	24348	20327
763	24374	20290
764	24400	20254
765	24426	20217
766	24453	20180
767	24483	20147
768	24511	20113
769	24538	20076
770	24565	20041
771	24597	20009
772	24627	19976
773	24665	19948
774	24705	19923
775	24739	19893
776	24773	19863
777	24801	19828
778	24837	19799
779	24866	19765
780	24897	19732
781	24923	19696
782	24950	19660
783	24979	19626
784	25006	19590
785	25033	19555
786	25059	19518
787	25085	19482
788	25114	19448
789	25143	19414
790	25174	19381
791	25206	19350
792	25237	19317
793	25265	19283
794	25292	19247
795	25318	19211
796	25345	19176
797	25378	19145
798	25410	19113
799	25444	19083
800	25481	19055
801	25510	19021
802	25544	18991
803	25573	18957
804	25601	18922
805	25627	18886
806	25654	18851
807	25682	18816
808	25709	18781
809	25746	18753
810	25777	18721
811	25807	18688
812	25840	18657
813	25884	18634
814	25915	18602
815	25955	18575
816	25987	18544
817	26018	18512
818	26045	18477
819	26086	18451
820	26115	18417
821	26148	18386
822	26175	18351
823	26201	18315
824	26234	18284
825	26261	18249
826	26288	18214
827	26318	18181
828	26349	18149
829	26378	18115
830	26407	18081
831	26435	18047
832	26470	18017
833	26499	17983
834	26531	17952
835	26559	17918
836	26586	17882
837	26614	17848
838	26631	17807
839	26660	17773
840	26696	17744
841	26723	17710
842	26759	17680
843	26785	17645
844	26820	17615
845	26853	17584
846	26885	17553
847	26917	17522
848	26944	17487
849	26973	17453
850	27003	17420
851	27033	17387
852	27064	17355
853	27093	17322
854	27125	17290
855	27153	17256
856	27182	17222
857	27209	17188
858	27238	17154
859	27269	17122
860	27295	17087
861	27323	17053
862	27349	17017
863	27374	16982
864	27402	16948
865	27428	16913
866	27454	16878
867	27481	16843
868	27512	16811
869	27541	16778
870	27571	16745
871	27600	16712
872	27632	16680
873	27660	16646
874	27687	16612
875	27715	16578
876	27742	16544
877	27770	16510
878	27805	16480
879	27835	16448
880	27864	16414
881	27896	16383
882	27934	16355
883	27967	16325
884	27994	16290
885	28024	16258
886	28057	16227
887	28086	16194
888	28117	16161
889	28146	16128
890	28173	16094
891	28199	16059
892	28226	16025
893	28258	15994
894	28286	15960
895	28316	15928
896	28343	15893
897	28370	15859
898	28397	15825
899	28426	15792
900	28455	15759
901	28491	15730
902	28518	15696
903	28545	15661
904	28579	15632
905	28613	15601
906	28644	15569
907	28674	15537
908	28708	15507
909	28740	15475
910	28773	15444
911	28801	15411
912	28829	15377
913	28858	15345
914	28886	15311
915	28915	15278
916	28946	15246
917	28973	15212
918	29006	15182
919	29039	15151
920	29066	15117
921	29099	15086
922	29127	15052
923	29154	15019
924	29184	14986
925	29217	14955
926	29253	14926
927	29281	14892
928	29309	14859
929	29335	14825
930	29361	14791
931	29390	14758
932	29424	14727
933	29455	14696
934	29482	14662
935	29515	14631
936	29542	14597
937	29570	14564
938	29598	14531
939	29634	14502
940	29666	14470
941	29695	14438
942	29722	14403
943	29748	14370
944	29777	14337
945	29808	14305
946	29837	14272
947	29866	14240
948	29896	14208
949	29924	14174
950	29959	14145
951	29990	14112
952	30017	14079
953	30047	14047
954	30074	14013
955	30109	13983
956	30144	13954
957	30175	13922
958	30201	13888
959	30232	13856
960	30265	13825
961	30300	13795
962	30335	13765
963	30365	13733
964	30391	13699
965	30418	13666
966	30449	13634
967	30475	13600
968	30501	13566
969	30527	13532
970	30553	13498
971	30579	13465
972	30606	13431
973	30634	13398
974	30662	13365
975	30694	13334
976	30721	13300
977	30749	13268
978	30779	13236
979	30814	13206
980	30848	13175
981	30883	13145
982	30910	13112
983	30937	13079
984	30966	13046
985	31004	13017
986	31048	12991
987	31089	12964
988	31124	12934
989	31157	12903
990	31185	12870
991	31218	12840
992	31256	12810
993	31284	12778
994	31313	12745
995	31342	12713
996	31377	12683
997	31413	12653
998	31450	12624
999	31486	12594
1000	31541	12572
1001	31583	12544
1002	31625	12517
1003	31655	12485
1004	31682	12452
1005	31710	12419
1006	31738	12386
1007	31767	12354
1008	31801	12323
1009	31828	12290
1010	31856	12257
1011	31889	12226
1012	31915	12192
1013	31950	12162
1014	31985	12132
1015	32023	12103
1016	32051	12070
1017	32085	12040
1018	32116	12008
1019	32147	11976
